Start date/time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),wind_speed_100m (km/h),Price Germany/Luxembourg [Euro/MWh],Total (grid consumption) [MWh],Day of the Week
03/03/2023 02:00,-1.3,98,0,0,0,3,15.7,130.59,"46,296.75",Friday
03/03/2023 03:00,-0.9,97,0,0,0,3,13.7,128.43,"46,581.25",Friday
03/03/2023 04:00,-1,99,0,0,0,3,12.3,127.78,"47,803.75",Friday
03/03/2023 05:00,-0.9,98,0,0,0,3,11.4,135,"50,529.25",Friday
03/03/2023 06:00,-1,99,0,0,0,3,10.8,162.19,"56,679.00",Friday
03/03/2023 07:00,-1,98,0,0,0,3,10.3,187.03,"61,553.75",Friday
03/03/2023 08:00,-0.9,94,0,0,0,3,8.7,195.39,"64,522.00",Friday
03/03/2023 09:00,-0.7,91,0,0,0,3,6.6,166.48,"65,080.75",Friday
03/03/2023 10:00,0.1,87,0,0,0,3,7.9,131.12,"65,987.75",Friday
03/03/2023 11:00,1.2,82,0,0,0,3,9.5,123.01,"65,306.50",Friday
03/03/2023 12:00,2.5,75,0,0,0,3,8.4,114.69,"64,709.75",Friday
03/03/2023 13:00,1.9,77,0,0,0,3,7.8,112.1,"63,200.50",Friday
03/03/2023 14:00,3.3,73,0,0,0,3,9,110.89,"61,445.00",Friday
03/03/2023 15:00,3.9,71,0,0,0,3,8.9,114.69,"60,004.50",Friday
03/03/2023 16:00,4.1,70,0,0,0,3,6.4,129.31,"59,693.75",Friday
03/03/2023 17:00,3.9,70,0,0,0,3,3.7,155.98,"60,940.50",Friday
03/03/2023 18:00,3.4,71,0,0,0,2,2.9,165,"63,445.75",Friday
03/03/2023 19:00,-0.4,86,0,0,0,2,15.3,152.94,"62,977.50",Friday
03/03/2023 20:00,-0.7,87,0,0,0,2,19.7,133.31,"59,805.75",Friday
03/03/2023 21:00,-1,90,0,0,0,2,19.1,122.2,"56,982.75",Friday
03/03/2023 22:00,-1.4,91,0,0,0,2,16.1,112.09,"54,710.50",Friday
03/03/2023 23:00,-0.8,91,0,0,0,2,17.4,101.63,"51,384.25",Friday
04/03/2023 00:00,-0.4,91,0,0,0,3,18.2,108.27,"48,419.25",Saturday
04/03/2023 01:00,-0.1,90,0,0,0,2,17.7,95.86,"46,794.25",Saturday
04/03/2023 02:00,0,90,0,0,0,1,22,92.18,"45,822.75",Saturday
04/03/2023 03:00,0.2,90,0,0,0,1,24.7,97.96,"45,984.00",Saturday
04/03/2023 04:00,-0.1,92,0,0,0,2,25.6,97.69,"45,946.75",Saturday
04/03/2023 05:00,1,89,0,0,0,3,25.5,96.98,"45,746.50",Saturday
04/03/2023 06:00,0.8,92,0,0,0,3,24.4,94.1,"47,017.75",Saturday
04/03/2023 07:00,1.3,92,0,0,0,3,22.9,98.82,"49,671.75",Saturday
04/03/2023 08:00,2.1,89,0,0,0,3,24.8,100.69,"53,170.00",Saturday
04/03/2023 09:00,3,86,0,0,0,3,23.6,96.89,"56,230.75",Saturday
04/03/2023 10:00,3.3,86,0,0,0,3,26.3,97.04,"58,678.50",Saturday
04/03/2023 11:00,4,84,0,0,0,3,28.9,94.71,"59,065.50",Saturday
04/03/2023 12:00,4.5,84,0,0,0,3,29,89.37,"59,517.50",Saturday
04/03/2023 13:00,4.5,83,0,0,0,3,30,91.26,"58,048.75",Saturday
04/03/2023 14:00,4.5,84,0,0,0,3,30.3,95.35,"56,084.25",Saturday
04/03/2023 15:00,4.5,84,0,0,0,3,31.4,101.77,"54,656.75",Saturday
04/03/2023 16:00,4.4,85,0,0,0,3,28.9,106.9,"53,997.75",Saturday
04/03/2023 17:00,4.3,83,0.1,0.1,0,51,23.5,140,"56,006.25",Saturday
04/03/2023 18:00,4.1,83,0,0,0,2,23.6,151.66,"58,335.25",Saturday
04/03/2023 19:00,3.6,86,0,0,0,2,22.5,145,"57,127.50",Saturday
04/03/2023 20:00,3.4,86,0,0,0,2,21.6,138.68,"53,308.25",Saturday
04/03/2023 21:00,3.1,86,0,0,0,2,20.9,117.71,"50,466.75",Saturday
04/03/2023 22:00,2.7,88,0.1,0.1,0,51,19.6,121.02,"49,187.50",Saturday
04/03/2023 23:00,2.4,88,0.1,0.1,0,51,19.2,109.41,"46,755.75",Saturday
05/03/2023 00:00,1.8,88,0,0,0,3,19.3,107.53,"44,426.75",Sunday
05/03/2023 01:00,1.8,87,0.1,0.1,0,51,20.8,106.25,"42,514.25",Sunday
05/03/2023 02:00,1.9,88,0.1,0.1,0,51,23.4,105.55,"42,086.50",Sunday
05/03/2023 03:00,1.2,89,0,0,0,3,23.4,106.84,"41,568.00",Sunday
05/03/2023 04:00,1,90,0,0,0,3,21.1,104.99,"41,884.00",Sunday
05/03/2023 05:00,0.8,90,0,0,0,3,23.1,105.81,"42,048.25",Sunday
05/03/2023 06:00,1.1,89,0,0,0,3,24.3,105.94,"41,949.00",Sunday
05/03/2023 07:00,1.2,89,0,0,0,3,26.7,108.39,"43,750.00",Sunday
05/03/2023 08:00,1.5,88,0.1,0.1,0,51,28.5,107.72,"46,635.75",Sunday
05/03/2023 09:00,2,85,0.5,0.1,0.28,73,28.2,107.73,"49,754.25",Sunday
05/03/2023 10:00,2.7,79,1,0.1,0.63,73,27.1,105.18,"52,384.75",Sunday
05/03/2023 11:00,3.2,76,0.8,0.1,0.49,73,29.5,107.55,"54,421.75",Sunday
05/03/2023 12:00,3.3,76,0.5,0.2,0.21,73,25.6,110.25,"53,914.50",Sunday
05/03/2023 13:00,4.2,68,0.4,0.2,0.14,71,29.7,107.73,"52,491.00",Sunday
05/03/2023 14:00,4.6,65,0.3,0.1,0.14,71,27.6,110.22,"50,916.75",Sunday
05/03/2023 15:00,4.5,62,0,0,0,3,27.8,115.14,"50,201.25",Sunday
05/03/2023 16:00,4.4,63,0,0,0,3,24.2,129.37,"50,214.00",Sunday
05/03/2023 17:00,4.3,62,0,0,0,3,20.3,145.14,"51,674.00",Sunday
05/03/2023 18:00,3,66,0,0,0,3,18.5,166.67,"53,874.25",Sunday
05/03/2023 19:00,2.6,70,0,0,0,3,17.3,172.37,"53,130.50",Sunday
05/03/2023 20:00,1.5,76,0,0,0,3,17.8,160.23,"50,478.00",Sunday
05/03/2023 21:00,0.6,84,0,0,0,3,19.8,152.49,"48,614.50",Sunday
05/03/2023 22:00,-0.1,91,0,0,0,3,22.5,143.66,"47,932.75",Sunday
05/03/2023 23:00,-0.4,92,0,0,0,3,22,130.13,"45,704.50",Sunday
06/03/2023 00:00,-0.7,93,0,0,0,3,22.7,136.1,"44,696.75",Monday
06/03/2023 01:00,-0.7,92,0,0,0,3,23.4,125.09,"44,215.50",Monday
06/03/2023 02:00,-0.7,93,0,0,0,3,23.7,123.31,"43,566.75",Monday
06/03/2023 03:00,-1.3,94,0,0,0,3,24.3,123.12,"43,381.50",Monday
06/03/2023 04:00,-1.5,94,0,0,0,3,23.8,123.75,"45,144.25",Monday
06/03/2023 05:00,-1.1,95,0,0,0,3,22.2,137.44,"48,097.25",Monday
06/03/2023 06:00,-0.5,94,0,0,0,3,21.9,159.8,"55,149.75",Monday
06/03/2023 07:00,-0.3,94,0,0,0,3,20.8,185,"60,276.25",Monday
06/03/2023 08:00,0.4,90,0,0,0,3,21.5,217.09,"64,136.00",Monday
06/03/2023 09:00,1.1,86,0,0,0,3,22,188.35,"64,839.75",Monday
06/03/2023 10:00,2.2,79,0.1,0,0.07,71,21,170.26,"65,657.50",Monday
06/03/2023 11:00,3.1,71,0.1,0,0.07,71,20.5,160.84,"66,291.25",Monday
06/03/2023 12:00,3.9,65,0.2,0.1,0.07,71,24.5,149.92,"65,838.25",Monday
06/03/2023 13:00,4.3,63,0,0,0,3,26.3,144.95,"65,151.50",Monday
06/03/2023 14:00,4.6,69,0.1,0.1,0,51,24.4,144.3,"64,540.25",Monday
06/03/2023 15:00,5.1,63,0.1,0.1,0,51,28.6,145.78,"63,145.25",Monday
06/03/2023 16:00,4.1,65,0.6,0,0.42,73,27.2,152,"62,571.75",Monday
06/03/2023 17:00,2.9,76,0.3,0.2,0.07,71,17.7,162.01,"63,210.75",Monday
06/03/2023 18:00,2.3,81,0,0,0,3,15.3,184.86,"65,426.75",Monday
06/03/2023 19:00,0.9,86,0,0,0,3,16.2,174.61,"64,886.25",Monday
06/03/2023 20:00,0.6,85,0,0,0,3,19.6,147.95,"62,004.50",Monday
06/03/2023 21:00,0.4,84,0,0,0,3,23.5,130.39,"58,186.50",Monday
06/03/2023 22:00,0.3,85,0,0,0,3,25.4,120.65,"55,754.25",Monday
06/03/2023 23:00,0.6,84,0,0,0,3,24.9,108.58,"52,818.75",Monday
07/03/2023 00:00,0.1,85,0,0,0,3,28,98.06,"50,094.25",Tuesday
07/03/2023 01:00,0.7,84,0,0,0,3,32.1,94.26,"48,265.00",Tuesday
07/03/2023 02:00,1.1,81,0,0,0,3,34.4,85,"48,112.25",Tuesday
07/03/2023 03:00,1.1,78,0,0,0,3,39.5,78.96,"49,022.50",Tuesday
07/03/2023 04:00,1.2,82,0.1,0,0.07,71,40.8,78.52,"50,158.50",Tuesday
07/03/2023 05:00,1.6,83,0.2,0,0.14,71,42.1,85.57,"53,312.25",Tuesday
07/03/2023 06:00,1.9,83,0.2,0,0.14,71,42.2,98.71,"59,338.75",Tuesday
07/03/2023 07:00,2.1,84,0.1,0.1,0,51,40.9,99.57,"63,410.00",Tuesday
07/03/2023 08:00,2.5,84,0.1,0.1,0,51,40.7,105.59,"65,745.50",Tuesday
07/03/2023 09:00,3.5,80,0.2,0.2,0,51,39.8,91.92,"67,040.00",Tuesday
07/03/2023 10:00,3.9,80,0.1,0.1,0,51,46.5,93.86,"67,873.75",Tuesday
07/03/2023 11:00,4.9,73,0,0,0,3,55.8,94.26,"67,929.25",Tuesday
07/03/2023 12:00,4.9,73,0,0,0,3,51.6,87.57,"67,431.75",Tuesday
07/03/2023 13:00,5.4,74,0,0,0,3,51.1,93.86,"66,900.50",Tuesday
07/03/2023 14:00,4.9,77,0.1,0.1,0,51,50.3,95.07,"65,445.00",Tuesday
07/03/2023 15:00,5.1,76,0.2,0.2,0,51,47.4,97.6,"64,682.50",Tuesday
07/03/2023 16:00,4.5,79,0.3,0.3,0,51,39.8,109.22,"63,869.00",Tuesday
07/03/2023 17:00,3.2,92,1.5,1.3,0.14,71,23.7,142.97,"65,069.25",Tuesday
07/03/2023 18:00,2.1,99,2.6,1.1,1.05,75,18.7,164.08,"66,766.25",Tuesday
07/03/2023 19:00,1.5,99,2.8,0.4,1.68,75,18.7,143.91,"66,862.50",Tuesday
07/03/2023 20:00,1.3,98,1.6,0.1,1.05,75,19.6,152.14,"62,902.75",Tuesday
07/03/2023 21:00,1.3,96,1.2,0.1,0.77,73,19.1,136.43,"59,494.25",Tuesday
07/03/2023 22:00,1.1,95,0.8,0.1,0.49,73,18.5,122.21,"56,813.00",Tuesday
07/03/2023 23:00,0.9,93,0.3,0,0.21,73,19.4,115.49,"53,044.25",Tuesday
08/03/2023 00:00,0.7,93,0.1,0,0.07,71,19.9,114.3,"50,271.00",Wednesday
08/03/2023 01:00,0.6,95,0.2,0,0.14,71,18.9,112.1,"48,844.25",Wednesday
08/03/2023 02:00,0.5,93,0.3,0,0.21,73,17.7,112.02,"48,409.25",Wednesday
08/03/2023 03:00,0.4,93,0.1,0,0.07,71,16.1,111,"48,336.50",Wednesday
08/03/2023 04:00,0.4,95,0.1,0,0.07,71,17.4,111,"49,166.75",Wednesday
08/03/2023 05:00,0.8,95,0.2,0,0.14,71,18.2,118.23,"52,181.75",Wednesday
08/03/2023 06:00,0.7,95,0.2,0,0.14,71,18.8,140.68,"57,759.25",Wednesday
08/03/2023 07:00,0.5,95,0.2,0,0.14,71,16.1,158.53,"61,663.25",Wednesday
08/03/2023 08:00,0.6,95,0.3,0,0.21,73,14.3,173.1,"64,043.75",Wednesday
08/03/2023 09:00,0.7,91,0.3,0,0.21,73,7.4,163,"64,976.00",Wednesday
08/03/2023 10:00,0.8,89,0.4,0,0.28,73,5.9,152.99,"66,254.00",Wednesday
08/03/2023 11:00,0.8,92,0.9,0,0.63,73,12.1,144.17,"66,970.50",Wednesday
08/03/2023 12:00,1.3,94,1.1,0,0.77,73,13.5,137.17,"65,979.50",Wednesday
08/03/2023 13:00,1.5,95,1.4,0.1,0.91,75,9.6,135.93,"64,583.00",Wednesday
08/03/2023 14:00,1.4,95,0.9,0.2,0.49,73,8.1,137.44,"62,783.75",Wednesday
08/03/2023 15:00,1.4,96,0.3,0.2,0.07,71,6.4,141.09,"61,145.50",Wednesday
08/03/2023 16:00,1,99,0.4,0.1,0.21,73,7.2,144.47,"60,434.50",Wednesday
08/03/2023 17:00,0.6,100,0.7,0.1,0.42,73,9.4,153.01,"61,894.50",Wednesday
08/03/2023 18:00,0.5,99,0.6,0.1,0.35,73,9.6,166.89,"63,630.00",Wednesday
08/03/2023 19:00,0.4,100,1.1,0,0.77,73,10.1,170.02,"63,520.00",Wednesday
08/03/2023 20:00,0.4,100,1.2,0,0.84,75,11.5,153.77,"59,930.25",Wednesday
08/03/2023 21:00,0.3,100,0.4,0,0.28,73,12.6,134.64,"56,185.75",Wednesday
08/03/2023 22:00,0.3,100,0.1,0,0.07,71,12.6,128.82,"53,209.00",Wednesday
08/03/2023 23:00,0.3,100,0.2,0.2,0,51,12.8,119,"49,864.75",Wednesday
09/03/2023 00:00,0.2,100,0.3,0.3,0,51,11.6,113.66,"47,044.50",Thursday
09/03/2023 01:00,0,99,0.2,0.2,0,51,15.5,111.39,"45,613.00",Thursday
09/03/2023 02:00,0.1,100,0.5,0.5,0,53,15.2,111.02,"45,151.50",Thursday
09/03/2023 03:00,0.2,99,1.9,1.9,0,61,17.5,109.38,"45,988.00",Thursday
09/03/2023 04:00,0.6,98,1.9,1.9,0,61,12.7,111.22,"47,183.50",Thursday
09/03/2023 05:00,0.6,98,2.1,2.1,0,61,8,113.02,"49,849.75",Thursday
09/03/2023 06:00,0.6,98,0.9,0.9,0,53,4.7,137.39,"56,199.50",Thursday
09/03/2023 07:00,0.6,98,0,0,0,3,5.3,150,"60,688.75",Thursday
09/03/2023 08:00,1.1,96,0,0,0,3,15.4,159.06,"63,122.00",Thursday
09/03/2023 09:00,2.2,94,0.1,0.1,0,51,19.5,150.93,"63,819.50",Thursday
09/03/2023 10:00,3.3,93,0,0,0,3,20.2,142.36,"64,329.25",Thursday
09/03/2023 11:00,5.3,90,0,0,0,3,20.6,131.81,"64,763.25",Thursday
09/03/2023 12:00,6.7,85,0.1,0.1,0,51,25.8,122,"64,379.75",Thursday
09/03/2023 13:00,6.2,89,0.4,0.4,0,51,26.8,116.45,"63,643.75",Thursday
09/03/2023 14:00,7.7,85,0,0,0,3,31.1,116.19,"62,247.00",Thursday
09/03/2023 15:00,7.7,85,0,0,0,3,31.4,116.72,"60,705.50",Thursday
09/03/2023 16:00,8.1,83,0,0,0,3,22.7,118.36,"60,070.00",Thursday
09/03/2023 17:00,7.3,87,0,0,0,3,14.6,135.85,"60,795.00",Thursday
09/03/2023 18:00,6.4,92,0.1,0.1,0,51,14.3,147.22,"63,156.25",Thursday
09/03/2023 19:00,7.6,90,0.3,0.3,0,51,30.6,145.04,"62,578.00",Thursday
09/03/2023 20:00,7.5,91,0,0,0,3,33.9,135.1,"58,745.50",Thursday
09/03/2023 21:00,7.3,91,0,0,0,3,32.4,125.09,"55,681.25",Thursday
09/03/2023 22:00,7.2,90,0,0,0,3,30.3,123.82,"53,301.75",Thursday
09/03/2023 23:00,7.3,88,0,0,0,3,31.4,109.7,"49,855.25",Thursday
10/03/2023 00:00,7.3,88,0.1,0.1,0,51,33.3,102.89,"46,925.75",Friday
10/03/2023 01:00,8.2,85,0.1,0.1,0,51,35.9,100.68,"45,803.75",Friday
10/03/2023 02:00,8,87,0.7,0.7,0,53,36.2,99.06,"45,364.75",Friday
10/03/2023 03:00,8.4,86,0.1,0.1,0,51,40.1,98.84,"45,934.50",Friday
10/03/2023 04:00,8.6,88,0.2,0.2,0,51,43,99.09,"47,863.00",Friday
10/03/2023 05:00,8.8,86,0.3,0.3,0,51,43.6,105,"50,485.50",Friday
10/03/2023 06:00,8.9,87,0,0,0,3,46.3,119.81,"56,934.00",Friday
10/03/2023 07:00,8.8,88,0.1,0.1,0,51,40.2,136.91,"61,477.75",Friday
10/03/2023 08:00,8.9,88,0,0,0,3,37.3,140.91,"64,595.75",Friday
10/03/2023 09:00,9.3,86,0,0,0,3,36.2,136.61,"65,139.00",Friday
10/03/2023 10:00,10.5,80,0,0,0,3,35.8,131.89,"65,695.75",Friday
10/03/2023 11:00,11,75,0.2,0.2,0,51,35.2,125.1,"65,373.00",Friday
10/03/2023 12:00,11.5,70,0,0,0,3,31.7,116.42,"65,018.25",Friday
10/03/2023 13:00,10.1,78,0.1,0.1,0,51,25.9,112.84,"63,162.00",Friday
10/03/2023 14:00,11.3,68,0.2,0.2,0,51,32.7,114.91,"61,428.25",Friday
10/03/2023 15:00,11.6,62,0,0,0,2,31,112.62,"61,147.50",Friday
10/03/2023 16:00,11,66,0,0,0,2,32.6,110.1,"60,902.75",Friday
10/03/2023 17:00,9.7,72,0.2,0.2,0,51,36.4,129.34,"62,295.00",Friday
10/03/2023 18:00,8.2,84,0.7,0.7,0,53,31.6,135.48,"64,203.25",Friday
10/03/2023 19:00,7.6,90,1.5,1.5,0,61,31.3,133.92,"63,730.50",Friday
10/03/2023 20:00,6.9,89,0.6,0.6,0,53,40.4,115.41,"60,115.75",Friday
10/03/2023 21:00,5.3,91,0.3,0.3,0,51,42.9,108.96,"56,086.25",Friday
10/03/2023 22:00,2.8,92,0.6,0.6,0,53,55,100.35,"53,604.50",Friday
10/03/2023 23:00,1.5,86,0.7,0.1,0.42,73,57.1,87.59,"51,088.00",Friday
11/03/2023 00:00,1.2,85,0.4,0,0.28,73,52,70.22,"49,043.50",Saturday
11/03/2023 01:00,0.5,83,0.4,0,0.28,73,43.3,71.11,"47,861.75",Saturday
11/03/2023 02:00,0.2,77,0.2,0,0.14,71,40.9,73.08,"47,338.00",Saturday
11/03/2023 03:00,0.1,76,0.1,0,0.07,71,39.5,82.42,"47,200.00",Saturday
11/03/2023 04:00,0,73,0,0,0,3,37.1,87.87,"46,454.50",Saturday
11/03/2023 05:00,-0.3,74,0,0,0,2,34.4,96.18,"46,238.75",Saturday
11/03/2023 06:00,-0.8,78,0,0,0,2,31.9,104.24,"46,731.75",Saturday
11/03/2023 07:00,-0.6,77,0,0,0,3,29.6,110.09,"49,111.75",Saturday
11/03/2023 08:00,-0.2,75,0,0,0,2,31.8,114.01,"52,297.25",Saturday
11/03/2023 09:00,0.2,72,0,0,0,3,31.9,106.37,"54,874.50",Saturday
11/03/2023 10:00,0.7,70,0,0,0,2,29.6,93.81,"55,248.00",Saturday
11/03/2023 11:00,1.6,64,0,0,0,3,27.9,81.95,"55,916.75",Saturday
11/03/2023 12:00,2.4,59,0,0,0,3,25.9,78.66,"55,629.25",Saturday
11/03/2023 13:00,2.6,55,0,0,0,3,23.3,60,"54,253.50",Saturday
11/03/2023 14:00,2.8,53,0,0,0,3,20.6,60.38,"52,736.50",Saturday
11/03/2023 15:00,3,52,0,0,0,3,19,82.63,"50,808.00",Saturday
11/03/2023 16:00,3.1,50,0,0,0,3,19.4,101.24,"50,073.50",Saturday
11/03/2023 17:00,3,49,0,0,0,2,18.2,130.02,"52,505.00",Saturday
11/03/2023 18:00,2.3,52,0,0,0,2,16.1,145,"56,261.50",Saturday
11/03/2023 19:00,0,61,0,0,0,0,17.7,136.63,"56,654.25",Saturday
11/03/2023 20:00,-1,66,0,0,0,1,18.7,131.58,"53,632.25",Saturday
11/03/2023 21:00,-2,71,0,0,0,1,18.9,119.96,"50,932.00",Saturday
11/03/2023 22:00,-2.4,73,0,0,0,0,20.3,120.56,"49,357.25",Saturday
11/03/2023 23:00,-2.7,75,0,0,0,0,19.1,108.51,"46,903.75",Saturday
12/03/2023 00:00,-2.9,77,0,0,0,0,20,121.01,"44,977.25",Sunday
12/03/2023 01:00,-3.2,81,0,0,0,0,19.5,101.18,"43,314.25",Sunday
12/03/2023 02:00,-3.3,82,0,0,0,1,21.4,101.18,"42,244.50",Sunday
12/03/2023 03:00,-3.2,81,0,0,0,0,24,90.43,"41,322.25",Sunday
12/03/2023 04:00,-3.2,80,0,0,0,2,22.8,91.81,"41,550.25",Sunday
12/03/2023 05:00,-2.6,75,0,0,0,3,22.5,92.08,"41,574.75",Sunday
12/03/2023 06:00,-2.5,73,0,0,0,3,17.6,90.81,"41,161.75",Sunday
12/03/2023 07:00,-2.2,72,0,0,0,3,16.6,89.05,"42,518.00",Sunday
12/03/2023 08:00,-0.3,69,0,0,0,3,15.2,90.27,"46,081.00",Sunday
12/03/2023 09:00,1.6,63,0,0,0,3,11.2,93.98,"49,138.50",Sunday
12/03/2023 10:00,3.2,57,0,0,0,3,18.2,92,"50,929.75",Sunday
12/03/2023 11:00,1.8,63,0.1,0,0.07,71,20.6,87.79,"52,644.00",Sunday
12/03/2023 12:00,2.1,67,0.1,0,0.07,71,18.1,80.4,"52,951.00",Sunday
12/03/2023 13:00,3,70,0,0,0,3,15.9,68.96,"51,644.50",Sunday
12/03/2023 14:00,2.5,80,0.3,0.1,0.14,71,25.6,70,"50,332.50",Sunday
12/03/2023 15:00,3.2,81,0.1,0.1,0,51,29.4,74.9,"49,294.00",Sunday
12/03/2023 16:00,3.9,83,0,0,0,3,32.6,85.05,"48,634.75",Sunday
12/03/2023 17:00,4.6,84,0,0,0,3,31.6,100.91,"50,621.50",Sunday
12/03/2023 18:00,5,87,0,0,0,3,33.9,119.85,"52,893.50",Sunday
12/03/2023 19:00,5.4,89,0,0,0,3,31.6,141.04,"53,010.00",Sunday
12/03/2023 20:00,6,89,0,0,0,3,32.5,129.97,"50,292.75",Sunday
12/03/2023 21:00,6.8,86,0,0,0,3,35.7,104.69,"48,495.25",Sunday
12/03/2023 22:00,6.2,89,0,0,0,3,34.5,94.87,"48,267.25",Sunday
12/03/2023 23:00,6,90,0,0,0,3,35.5,80.55,"45,781.75",Sunday
13/03/2023 00:00,6,90,0,0,0,3,34.5,45.99,"43,794.50",Monday
13/03/2023 01:00,6.1,86,0,0,0,3,34.1,37.09,"43,178.25",Monday
13/03/2023 02:00,6.2,86,0,0,0,3,35.1,33.36,"42,952.50",Monday
13/03/2023 03:00,6.7,85,0.2,0.2,0,51,36.2,16.89,"43,744.25",Monday
13/03/2023 04:00,7,86,0.2,0.2,0,51,35.9,7.51,"45,687.50",Monday
13/03/2023 05:00,7.4,86,0.1,0.1,0,51,37.2,16.89,"50,038.75",Monday
13/03/2023 06:00,7.9,86,0.3,0.3,0,51,41.4,38.49,"57,541.25",Monday
13/03/2023 07:00,8.6,86,0.2,0.2,0,51,47.4,77.71,"63,357.50",Monday
13/03/2023 08:00,9.4,87,0,0,0,3,49,79.81,"66,500.25",Monday
13/03/2023 09:00,9.8,88,0,0,0,3,48.6,42.46,"67,336.50",Monday
13/03/2023 10:00,10.8,87,0,0,0,3,47.5,30.51,"67,485.75",Monday
13/03/2023 11:00,11.6,84,0,0,0,3,49.6,22.32,"67,765.25",Monday
13/03/2023 12:00,12.8,78,0,0,0,3,52,2.07,"67,693.50",Monday
13/03/2023 13:00,13,83,0,0,0,3,42.8,-0.02,"66,855.00",Monday
13/03/2023 14:00,13.9,77,0,0,0,3,51.9,-0.03,"64,721.75",Monday
13/03/2023 15:00,14.8,73,0,0,0,3,50.9,0.26,"63,527.75",Monday
13/03/2023 16:00,14.7,75,0,0,0,3,37,9.03,"62,213.25",Monday
13/03/2023 17:00,14.6,73,0,0,0,3,41.5,53.37,"62,275.50",Monday
13/03/2023 18:00,13.9,73,0,0,0,3,41,88.59,"64,642.75",Monday
13/03/2023 19:00,12.8,80,0,0,0,2,35.7,95,"65,126.25",Monday
13/03/2023 20:00,12.7,80,0,0,0,3,34.9,82.33,"62,459.75",Monday
13/03/2023 21:00,12.6,75,0.1,0.1,0,51,38.4,52.94,"58,739.25",Monday
13/03/2023 22:00,12,76,0,0,0,3,32.1,35.45,"55,679.50",Monday
13/03/2023 23:00,11.4,79,0.1,0.1,0,51,34.4,23.32,"52,472.00",Monday
14/03/2023 00:00,10.8,77,0,0,0,3,37,9.57,"48,772.25",Tuesday
14/03/2023 01:00,10.1,81,0,0,0,3,39.6,4.46,"46,442.75",Tuesday
14/03/2023 02:00,10,80,0,0,0,3,45.3,4,"46,122.25",Tuesday
14/03/2023 03:00,9.7,79,0,0,0,3,42.5,1.84,"46,729.25",Tuesday
14/03/2023 04:00,9.4,80,0,0,0,3,47.4,3.5,"48,331.25",Tuesday
14/03/2023 05:00,9.2,82,0,0,0,3,45,9.03,"51,707.75",Tuesday
14/03/2023 06:00,9.3,80,0,0,0,3,45.6,42.6,"58,629.50",Tuesday
14/03/2023 07:00,8.7,82,0,0,0,3,43.4,90.42,"62,357.75",Tuesday
14/03/2023 08:00,9.3,79,0,0,0,3,43.5,94.84,"64,413.50",Tuesday
14/03/2023 09:00,9.9,77,0,0,0,3,42.3,83.37,"65,107.00",Tuesday
14/03/2023 10:00,10.4,75,0,0,0,3,51.2,73.78,"65,851.00",Tuesday
14/03/2023 11:00,11.3,72,0,0,0,2,45.6,60.94,"67,178.00",Tuesday
14/03/2023 12:00,10.8,74,0.1,0.1,0,51,44.2,53.26,"67,837.25",Tuesday
14/03/2023 13:00,11.1,79,0,0,0,2,40,61.07,"66,890.00",Tuesday
14/03/2023 14:00,11.3,78,1,1,0,55,40.5,65.45,"65,354.00",Tuesday
14/03/2023 15:00,8.5,87,2.8,2.8,0,63,45.6,59.82,"64,009.75",Tuesday
14/03/2023 16:00,4.8,89,1.2,1.2,0,55,38.2,78.83,"63,698.75",Tuesday
14/03/2023 17:00,4.9,82,0.1,0.1,0,51,33.2,122.85,"63,905.25",Tuesday
14/03/2023 18:00,4.3,79,0,0,0,1,29.6,144.86,"65,074.50",Tuesday
14/03/2023 19:00,3.5,81,0,0,0,1,27.1,152.21,"65,113.00",Tuesday
14/03/2023 20:00,2.7,82,0,0,0,2,25.2,140.93,"62,487.00",Tuesday
14/03/2023 21:00,2.1,81,0,0,0,3,23.2,129.72,"58,565.50",Tuesday
14/03/2023 22:00,2,78,0,0,0,3,23.5,122.84,"55,520.75",Tuesday
14/03/2023 23:00,2.1,75,0,0,0,3,25.1,105.32,"51,784.75",Tuesday
15/03/2023 00:00,1.9,74,0,0,0,3,25,105.64,"49,832.25",Wednesday
15/03/2023 01:00,1.5,74,0,0,0,3,23.6,105.8,"49,136.00",Wednesday
15/03/2023 02:00,1.3,76,0,0,0,2,24.9,103.97,"48,924.00",Wednesday
15/03/2023 03:00,0.5,81,0,0,0,2,25.9,105.23,"48,841.00",Wednesday
15/03/2023 04:00,-0.1,84,0,0,0,3,28,105.67,"49,188.00",Wednesday
15/03/2023 05:00,0.2,82,0,0,0,3,31.2,121.43,"52,111.75",Wednesday
15/03/2023 06:00,0.8,79,0.1,0,0.07,71,32.6,143.47,"58,695.75",Wednesday
15/03/2023 07:00,0.8,79,0,0,0,3,29.5,160,"62,921.75",Wednesday
15/03/2023 08:00,1.7,78,0.1,0,0.07,71,25.8,159.58,"65,768.50",Wednesday
15/03/2023 09:00,2.4,77,0.1,0,0.07,71,25.3,129.99,"66,692.00",Wednesday
15/03/2023 10:00,3,74,0.2,0.1,0.07,71,23.4,114.15,"66,943.25",Wednesday
15/03/2023 11:00,4,68,0,0,0,1,21.4,97,"67,310.25",Wednesday
15/03/2023 12:00,4.4,66,0,0,0,2,20.6,90.85,"67,119.25",Wednesday
15/03/2023 13:00,5,61,0,0,0,2,23.3,90.84,"66,200.50",Wednesday
