Start date,End date,Germany/Luxembourg [?/MWh],,,,,,,,,,,,,,,,
"Feb 10, 2022 12:00 PM","Feb 10, 2022 1:00 PM",169.97,,,,,,,,,,,,,,,,
"Feb 10, 2022 1:00 PM","Feb 10, 2022 2:00 PM",167.90,,,,,,,,,,,,,,,,
"Feb 10, 2022 2:00 PM","Feb 10, 2022 3:00 PM",176.35,,,,,,,,,,,,,,,,
"Feb 10, 2022 3:00 PM","Feb 10, 2022 4:00 PM",184.55,,,,,,,,,,,,,,,,
"Feb 10, 2022 4:00 PM","Feb 10, 2022 5:00 PM",195.98,,,,,,,,,,,,,,,,
"Feb 10, 2022 5:00 PM","Feb 10, 2022 6:00 PM",215.77,,,,,,,,,,,,,,,,
"Feb 10, 2022 6:00 PM","Feb 10, 2022 7:00 PM",229.58,,,,,,,,,,,,,,,,
"Feb 10, 2022 7:00 PM","Feb 10, 2022 8:00 PM",212.49,,,,,,,,,,,,,,,,
"Feb 10, 2022 8:00 PM","Feb 10, 2022 9:00 PM",187.28,,,,,,,,,,,,,,,,
"Feb 10, 2022 9:00 PM","Feb 10, 2022 10:00 PM",179.37,,,,,,,,,,,,,,,,
"Feb 10, 2022 10:00 PM","Feb 10, 2022 11:00 PM",176.91,,,,,,,,,,,,,,,,
"Feb 10, 2022 11:00 PM","Feb 11, 2022 12:00 AM",136.66,,,,,,,,,,,,,,,,
"Feb 11, 2022 12:00 AM","Feb 11, 2022 1:00 AM",180.01,,,,,,,,,,,,,,,,
"Feb 11, 2022 1:00 AM","Feb 11, 2022 2:00 AM",176.73,,,,,,,,,,,,,,,,
"Feb 11, 2022 2:00 AM","Feb 11, 2022 3:00 AM",168.87,,,,,,,,,,,,,,,,
"Feb 11, 2022 3:00 AM","Feb 11, 2022 4:00 AM",164.09,,,,,,,,,,,,,,,,
"Feb 11, 2022 4:00 AM","Feb 11, 2022 5:00 AM",165.00,,,,,,,,,,,,,,,,
"Feb 11, 2022 5:00 AM","Feb 11, 2022 6:00 AM",171.30,,,,,,,,,,,,,,,,
"Feb 11, 2022 6:00 AM","Feb 11, 2022 7:00 AM",196.95,,,,,,,,,,,,,,,,
"Feb 11, 2022 7:00 AM","Feb 11, 2022 8:00 AM",221.46,,,,,,,,,,,,,,,,
"Feb 11, 2022 8:00 AM","Feb 11, 2022 9:00 AM",221.78,,,,,,,,,,,,,,,,
"Feb 11, 2022 9:00 AM","Feb 11, 2022 10:00 AM",179.53,,,,,,,,,,,,,,,,
"Feb 11, 2022 10:00 AM","Feb 11, 2022 11:00 AM",151.36,,,,,,,,,,,,,,,,
"Feb 11, 2022 11:00 AM","Feb 11, 2022 12:00 PM",135.02,,,,,,,,,,,,,,,,
"Feb 11, 2022 12:00 PM","Feb 11, 2022 1:00 PM",128.35,,,,,,,,,,,,,,,,
"Feb 11, 2022 1:00 PM","Feb 11, 2022 2:00 PM",133.68,,,,,,,,,,,,,,,,
"Feb 11, 2022 2:00 PM","Feb 11, 2022 3:00 PM",140.61,,,,,,,,,,,,,,,,
"Feb 11, 2022 3:00 PM","Feb 11, 2022 4:00 PM",168.15,,,,,,,,,,,,,,,,
"Feb 11, 2022 4:00 PM","Feb 11, 2022 5:00 PM",191.92,,,,,,,,,,,,,,,,
"Feb 11, 2022 5:00 PM","Feb 11, 2022 6:00 PM",220.57,,,,,,,,,,,,,,,,
"Feb 11, 2022 6:00 PM","Feb 11, 2022 7:00 PM",243.35,,,,,,,,,,,,,,,,
"Feb 11, 2022 7:00 PM","Feb 11, 2022 8:00 PM",241.18,,,,,,,,,,,,,,,,
"Feb 11, 2022 8:00 PM","Feb 11, 2022 9:00 PM",221.31,,,,,,,,,,,,,,,,
"Feb 11, 2022 9:00 PM","Feb 11, 2022 10:00 PM",213.13,,,,,,,,,,,,,,,,
"Feb 11, 2022 10:00 PM","Feb 11, 2022 11:00 PM",205.48,,,,,,,,,,,,,,,,
"Feb 11, 2022 11:00 PM","Feb 12, 2022 12:00 AM",190.10,,,,,,,,,,,,,,,,
"Feb 12, 2022 12:00 AM","Feb 12, 2022 1:00 AM",195.91,,,,,,,,,,,,,,,,
"Feb 12, 2022 1:00 AM","Feb 12, 2022 2:00 AM",187.20,,,,,,,,,,,,,,,,
"Feb 12, 2022 2:00 AM","Feb 12, 2022 3:00 AM",184.89,,,,,,,,,,,,,,,,
"Feb 12, 2022 3:00 AM","Feb 12, 2022 4:00 AM",170.24,,,,,,,,,,,,,,,,
"Feb 12, 2022 4:00 AM","Feb 12, 2022 5:00 AM",166.00,,,,,,,,,,,,,,,,
"Feb 12, 2022 5:00 AM","Feb 12, 2022 6:00 AM",162.45,,,,,,,,,,,,,,,,
"Feb 12, 2022 6:00 AM","Feb 12, 2022 7:00 AM",160.64,,,,,,,,,,,,,,,,
"Feb 12, 2022 7:00 AM","Feb 12, 2022 8:00 AM",162.56,,,,,,,,,,,,,,,,
"Feb 12, 2022 8:00 AM","Feb 12, 2022 9:00 AM",157.24,,,,,,,,,,,,,,,,
"Feb 12, 2022 9:00 AM","Feb 12, 2022 10:00 AM",121.80,,,,,,,,,,,,,,,,
"Feb 12, 2022 10:00 AM","Feb 12, 2022 11:00 AM",115.76,,,,,,,,,,,,,,,,
"Feb 12, 2022 11:00 AM","Feb 12, 2022 12:00 PM",121.27,,,,,,,,,,,,,,,,
"Feb 12, 2022 12:00 PM","Feb 12, 2022 1:00 PM",97.47,,,,,,,,,,,,,,,,
"Feb 12, 2022 1:00 PM","Feb 12, 2022 2:00 PM",87.12,,,,,,,,,,,,,,,,
"Feb 12, 2022 2:00 PM","Feb 12, 2022 3:00 PM",89.83,,,,,,,,,,,,,,,,
"Feb 12, 2022 3:00 PM","Feb 12, 2022 4:00 PM",116.85,,,,,,,,,,,,,,,,
"Feb 12, 2022 4:00 PM","Feb 12, 2022 5:00 PM",171.56,,,,,,,,,,,,,,,,
"Feb 12, 2022 5:00 PM","Feb 12, 2022 6:00 PM",194.89,,,,,,,,,,,,,,,,
"Feb 12, 2022 6:00 PM","Feb 12, 2022 7:00 PM",191.80,,,,,,,,,,,,,,,,
"Feb 12, 2022 7:00 PM","Feb 12, 2022 8:00 PM",140.88,,,,,,,,,,,,,,,,
"Feb 12, 2022 8:00 PM","Feb 12, 2022 9:00 PM",121.12,,,,,,,,,,,,,,,,
"Feb 12, 2022 9:00 PM","Feb 12, 2022 10:00 PM",104.74,,,,,,,,,,,,,,,,
"Feb 12, 2022 10:00 PM","Feb 12, 2022 11:00 PM",109.29,,,,,,,,,,,,,,,,
"Feb 12, 2022 11:00 PM","Feb 13, 2022 12:00 AM",101.70,,,,,,,,,,,,,,,,
"Feb 13, 2022 12:00 AM","Feb 13, 2022 1:00 AM",88.07,,,,,,,,,,,,,,,,
"Feb 13, 2022 1:00 AM","Feb 13, 2022 2:00 AM",98.65,,,,,,,,,,,,,,,,
"Feb 13, 2022 2:00 AM","Feb 13, 2022 3:00 AM",99.78,,,,,,,,,,,,,,,,
"Feb 13, 2022 3:00 AM","Feb 13, 2022 4:00 AM",99.14,,,,,,,,,,,,,,,,
"Feb 13, 2022 4:00 AM","Feb 13, 2022 5:00 AM",104.22,,,,,,,,,,,,,,,,
"Feb 13, 2022 5:00 AM","Feb 13, 2022 6:00 AM",99.91,,,,,,,,,,,,,,,,
"Feb 13, 2022 6:00 AM","Feb 13, 2022 7:00 AM",93.99,,,,,,,,,,,,,,,,
"Feb 13, 2022 7:00 AM","Feb 13, 2022 8:00 AM",88.55,,,,,,,,,,,,,,,,
"Feb 13, 2022 8:00 AM","Feb 13, 2022 9:00 AM",88.06,,,,,,,,,,,,,,,,
"Feb 13, 2022 9:00 AM","Feb 13, 2022 10:00 AM",60.00,,,,,,,,,,,,,,,,
"Feb 13, 2022 10:00 AM","Feb 13, 2022 11:00 AM",73.03,,,,,,,,,,,,,,,,
"Feb 13, 2022 11:00 AM","Feb 13, 2022 12:00 PM",67.23,,,,,,,,,,,,,,,,
"Feb 13, 2022 12:00 PM","Feb 13, 2022 1:00 PM",30.08,,,,,,,,,,,,,,,,
"Feb 13, 2022 1:00 PM","Feb 13, 2022 2:00 PM",43.25,,,,,,,,,,,,,,,,
"Feb 13, 2022 2:00 PM","Feb 13, 2022 3:00 PM",50.12,,,,,,,,,,,,,,,,
"Feb 13, 2022 3:00 PM","Feb 13, 2022 4:00 PM",81.78,,,,,,,,,,,,,,,,
"Feb 13, 2022 4:00 PM","Feb 13, 2022 5:00 PM",92.47,,,,,,,,,,,,,,,,
"Feb 13, 2022 5:00 PM","Feb 13, 2022 6:00 PM",115.71,,,,,,,,,,,,,,,,
"Feb 13, 2022 6:00 PM","Feb 13, 2022 7:00 PM",119.11,,,,,,,,,,,,,,,,
"Feb 13, 2022 7:00 PM","Feb 13, 2022 8:00 PM",92.33,,,,,,,,,,,,,,,,
"Feb 13, 2022 8:00 PM","Feb 13, 2022 9:00 PM",87.18,,,,,,,,,,,,,,,,
"Feb 13, 2022 9:00 PM","Feb 13, 2022 10:00 PM",81.39,,,,,,,,,,,,,,,,
"Feb 13, 2022 10:00 PM","Feb 13, 2022 11:00 PM",88.59,,,,,,,,,,,,,,,,
"Feb 13, 2022 11:00 PM","Feb 14, 2022 12:00 AM",63.23,,,,,,,,,,,,,,,,
"Feb 14, 2022 12:00 AM","Feb 14, 2022 1:00 AM",46.55,,,,,,,,,,,,,,,,
"Feb 14, 2022 1:00 AM","Feb 14, 2022 2:00 AM",13.33,,,,,,,,,,,,,,,,
"Feb 14, 2022 2:00 AM","Feb 14, 2022 3:00 AM",12.94,,,,,,,,,,,,,,,,
"Feb 14, 2022 3:00 AM","Feb 14, 2022 4:00 AM",13.78,,,,,,,,,,,,,,,,
"Feb 14, 2022 4:00 AM","Feb 14, 2022 5:00 AM",35.25,,,,,,,,,,,,,,,,
"Feb 14, 2022 5:00 AM","Feb 14, 2022 6:00 AM",87.91,,,,,,,,,,,,,,,,
"Feb 14, 2022 6:00 AM","Feb 14, 2022 7:00 AM",104.25,,,,,,,,,,,,,,,,
"Feb 14, 2022 7:00 AM","Feb 14, 2022 8:00 AM",117.19,,,,,,,,,,,,,,,,
"Feb 14, 2022 8:00 AM","Feb 14, 2022 9:00 AM",117.11,,,,,,,,,,,,,,,,
"Feb 14, 2022 9:00 AM","Feb 14, 2022 10:00 AM",98.58,,,,,,,,,,,,,,,,
"Feb 14, 2022 10:00 AM","Feb 14, 2022 11:00 AM",94.91,,,,,,,,,,,,,,,,
"Feb 14, 2022 11:00 AM","Feb 14, 2022 12:00 PM",95.89,,,,,,,,,,,,,,,,
"Feb 14, 2022 12:00 PM","Feb 14, 2022 1:00 PM",98.52,,,,,,,,,,,,,,,,
"Feb 14, 2022 1:00 PM","Feb 14, 2022 2:00 PM",104.18,,,,,,,,,,,,,,,,
"Feb 14, 2022 2:00 PM","Feb 14, 2022 3:00 PM",107.01,,,,,,,,,,,,,,,,
"Feb 14, 2022 3:00 PM","Feb 14, 2022 4:00 PM",114.51,,,,,,,,,,,,,,,,
"Feb 14, 2022 4:00 PM","Feb 14, 2022 5:00 PM",144.52,,,,,,,,,,,,,,,,
"Feb 14, 2022 5:00 PM","Feb 14, 2022 6:00 PM",184.58,,,,,,,,,,,,,,,,
"Feb 14, 2022 6:00 PM","Feb 14, 2022 7:00 PM",197.13,,,,,,,,,,,,,,,,
"Feb 14, 2022 7:00 PM","Feb 14, 2022 8:00 PM",167.30,,,,,,,,,,,,,,,,
"Feb 14, 2022 8:00 PM","Feb 14, 2022 9:00 PM",148.44,,,,,,,,,,,,,,,,
"Feb 14, 2022 9:00 PM","Feb 14, 2022 10:00 PM",115.49,,,,,,,,,,,,,,,,
"Feb 14, 2022 10:00 PM","Feb 14, 2022 11:00 PM",123.05,,,,,,,,,,,,,,,,
"Feb 14, 2022 11:00 PM","Feb 15, 2022 12:00 AM",110.94,,,,,,,,,,,,,,,,
"Feb 15, 2022 12:00 AM","Feb 15, 2022 1:00 AM",112.68,,,,,,,,,,,,,,,,
"Feb 15, 2022 1:00 AM","Feb 15, 2022 2:00 AM",114.82,,,,,,,,,,,,,,,,
"Feb 15, 2022 2:00 AM","Feb 15, 2022 3:00 AM",112.30,,,,,,,,,,,,,,,,
"Feb 15, 2022 3:00 AM","Feb 15, 2022 4:00 AM",118.28,,,,,,,,,,,,,,,,
"Feb 15, 2022 4:00 AM","Feb 15, 2022 5:00 AM",126.86,,,,,,,,,,,,,,,,
"Feb 15, 2022 5:00 AM","Feb 15, 2022 6:00 AM",152.72,,,,,,,,,,,,,,,,
"Feb 15, 2022 6:00 AM","Feb 15, 2022 7:00 AM",204.20,,,,,,,,,,,,,,,,
"Feb 15, 2022 7:00 AM","Feb 15, 2022 8:00 AM",234.06,,,,,,,,,,,,,,,,
"Feb 15, 2022 8:00 AM","Feb 15, 2022 9:00 AM",250.06,,,,,,,,,,,,,,,,
"Feb 15, 2022 9:00 AM","Feb 15, 2022 10:00 AM",240.00,,,,,,,,,,,,,,,,
"Feb 15, 2022 10:00 AM","Feb 15, 2022 11:00 AM",220.43,,,,,,,,,,,,,,,,
"Feb 15, 2022 11:00 AM","Feb 15, 2022 12:00 PM",199.03,,,,,,,,,,,,,,,,
"Feb 15, 2022 12:00 PM","Feb 15, 2022 1:00 PM",182.56,,,,,,,,,,,,,,,,
"Feb 15, 2022 1:00 PM","Feb 15, 2022 2:00 PM",150.85,,,,,,,,,,,,,,,,
"Feb 15, 2022 2:00 PM","Feb 15, 2022 3:00 PM",149.28,,,,,,,,,,,,,,,,
"Feb 15, 2022 3:00 PM","Feb 15, 2022 4:00 PM",157.27,,,,,,,,,,,,,,,,
"Feb 15, 2022 4:00 PM","Feb 15, 2022 5:00 PM",145.26,,,,,,,,,,,,,,,,
"Feb 15, 2022 5:00 PM","Feb 15, 2022 6:00 PM",173.23,,,,,,,,,,,,,,,,
"Feb 15, 2022 6:00 PM","Feb 15, 2022 7:00 PM",174.29,,,,,,,,,,,,,,,,
"Feb 15, 2022 7:00 PM","Feb 15, 2022 8:00 PM",115.28,,,,,,,,,,,,,,,,
"Feb 15, 2022 8:00 PM","Feb 15, 2022 9:00 PM",105.31,,,,,,,,,,,,,,,,
"Feb 15, 2022 9:00 PM","Feb 15, 2022 10:00 PM",91.51,,,,,,,,,,,,,,,,
"Feb 15, 2022 10:00 PM","Feb 15, 2022 11:00 PM",101.91,,,,,,,,,,,,,,,,
"Feb 15, 2022 11:00 PM","Feb 16, 2022 12:00 AM",87.91,,,,,,,,,,,,,,,,
"Feb 16, 2022 12:00 AM","Feb 16, 2022 1:00 AM",94.68,,,,,,,,,,,,,,,,
"Feb 16, 2022 1:00 AM","Feb 16, 2022 2:00 AM",93.97,,,,,,,,,,,,,,,,
"Feb 16, 2022 2:00 AM","Feb 16, 2022 3:00 AM",99.45,,,,,,,,,,,,,,,,
"Feb 16, 2022 3:00 AM","Feb 16, 2022 4:00 AM",106.67,,,,,,,,,,,,,,,,
"Feb 16, 2022 4:00 AM","Feb 16, 2022 5:00 AM",103.60,,,,,,,,,,,,,,,,
"Feb 16, 2022 5:00 AM","Feb 16, 2022 6:00 AM",110.40,,,,,,,,,,,,,,,,
"Feb 16, 2022 6:00 AM","Feb 16, 2022 7:00 AM",134.02,,,,,,,,,,,,,,,,
"Feb 16, 2022 7:00 AM","Feb 16, 2022 8:00 AM",184.70,,,,,,,,,,,,,,,,
"Feb 16, 2022 8:00 AM","Feb 16, 2022 9:00 AM",194.83,,,,,,,,,,,,,,,,
"Feb 16, 2022 9:00 AM","Feb 16, 2022 10:00 AM",174.52,,,,,,,,,,,,,,,,
"Feb 16, 2022 10:00 AM","Feb 16, 2022 11:00 AM",137.84,,,,,,,,,,,,,,,,
"Feb 16, 2022 11:00 AM","Feb 16, 2022 12:00 PM",136.04,,,,,,,,,,,,,,,,
"Feb 16, 2022 12:00 PM","Feb 16, 2022 1:00 PM",118.22,,,,,,,,,,,,,,,,
"Feb 16, 2022 1:00 PM","Feb 16, 2022 2:00 PM",111.40,,,,,,,,,,,,,,,,
"Feb 16, 2022 2:00 PM","Feb 16, 2022 3:00 PM",105.65,,,,,,,,,,,,,,,,
"Feb 16, 2022 3:00 PM","Feb 16, 2022 4:00 PM",97.57,,,,,,,,,,,,,,,,
"Feb 16, 2022 4:00 PM","Feb 16, 2022 5:00 PM",99.11,,,,,,,,,,,,,,,,
"Feb 16, 2022 5:00 PM","Feb 16, 2022 6:00 PM",110.76,,,,,,,,,,,,,,,,
"Feb 16, 2022 6:00 PM","Feb 16, 2022 7:00 PM",118.61,,,,,,,,,,,,,,,,
"Feb 16, 2022 7:00 PM","Feb 16, 2022 8:00 PM",117.99,,,,,,,,,,,,,,,,
"Feb 16, 2022 8:00 PM","Feb 16, 2022 9:00 PM",102.90,,,,,,,,,,,,,,,,
"Feb 16, 2022 9:00 PM","Feb 16, 2022 10:00 PM",95.01,,,,,,,,,,,,,,,,
"Feb 16, 2022 10:00 PM","Feb 16, 2022 11:00 PM",95.01,,,,,,,,,,,,,,,,
"Feb 16, 2022 11:00 PM","Feb 17, 2022 12:00 AM",74.12,,,,,,,,,,,,,,,,
"Feb 17, 2022 12:00 AM","Feb 17, 2022 1:00 AM",17.92,,,,,,,,,,,,,,,,
"Feb 17, 2022 1:00 AM","Feb 17, 2022 2:00 AM",15.04,,,,,,,,,,,,,,,,
"Feb 17, 2022 2:00 AM","Feb 17, 2022 3:00 AM",15.02,,,,,,,,,,,,,,,,
"Feb 17, 2022 3:00 AM","Feb 17, 2022 4:00 AM",13.97,,,,,,,,,,,,,,,,
"Feb 17, 2022 4:00 AM","Feb 17, 2022 5:00 AM",15.04,,,,,,,,,,,,,,,,
"Feb 17, 2022 5:00 AM","Feb 17, 2022 6:00 AM",33.02,,,,,,,,,,,,,,,,
"Feb 17, 2022 6:00 AM","Feb 17, 2022 7:00 AM",90.93,,,,,,,,,,,,,,,,
"Feb 17, 2022 7:00 AM","Feb 17, 2022 8:00 AM",123.22,,,,,,,,,,,,,,,,
"Feb 17, 2022 8:00 AM","Feb 17, 2022 9:00 AM",107.23,,,,,,,,,,,,,,,,
"Feb 17, 2022 9:00 AM","Feb 17, 2022 10:00 AM",102.55,,,,,,,,,,,,,,,,
"Feb 17, 2022 10:00 AM","Feb 17, 2022 11:00 AM",95.06,,,,,,,,,,,,,,,,
"Feb 17, 2022 11:00 AM","Feb 17, 2022 12:00 PM",77.47,,,,,,,,,,,,,,,,
"Feb 17, 2022 12:00 PM","Feb 17, 2022 1:00 PM",65.06,,,,,,,,,,,,,,,,
"Feb 17, 2022 1:00 PM","Feb 17, 2022 2:00 PM",35.98,,,,,,,,,,,,,,,,
"Feb 17, 2022 2:00 PM","Feb 17, 2022 3:00 PM",42.68,,,,,,,,,,,,,,,,
"Feb 17, 2022 3:00 PM","Feb 17, 2022 4:00 PM",67.30,,,,,,,,,,,,,,,,
"Feb 17, 2022 4:00 PM","Feb 17, 2022 5:00 PM",86.08,,,,,,,,,,,,,,,,
"Feb 17, 2022 5:00 PM","Feb 17, 2022 6:00 PM",108.83,,,,,,,,,,,,,,,,
"Feb 17, 2022 6:00 PM","Feb 17, 2022 7:00 PM",110.63,,,,,,,,,,,,,,,,
"Feb 17, 2022 7:00 PM","Feb 17, 2022 8:00 PM",101.54,,,,,,,,,,,,,,,,
"Feb 17, 2022 8:00 PM","Feb 17, 2022 9:00 PM",86.90,,,,,,,,,,,,,,,,
"Feb 17, 2022 9:00 PM","Feb 17, 2022 10:00 PM",86.48,,,,,,,,,,,,,,,,
"Feb 17, 2022 10:00 PM","Feb 17, 2022 11:00 PM",86.30,,,,,,,,,,,,,,,,
"Feb 17, 2022 11:00 PM","Feb 18, 2022 12:00 AM",63.04,,,,,,,,,,,,,,,,
"Feb 18, 2022 12:00 AM","Feb 18, 2022 1:00 AM",71.45,,,,,,,,,,,,,,,,
"Feb 18, 2022 1:00 AM","Feb 18, 2022 2:00 AM",62.57,,,,,,,,,,,,,,,,
"Feb 18, 2022 2:00 AM","Feb 18, 2022 3:00 AM",74.76,,,,,,,,,,,,,,,,
"Feb 18, 2022 3:00 AM","Feb 18, 2022 4:00 AM",84.92,,,,,,,,,,,,,,,,
"Feb 18, 2022 4:00 AM","Feb 18, 2022 5:00 AM",95.19,,,,,,,,,,,,,,,,
"Feb 18, 2022 5:00 AM","Feb 18, 2022 6:00 AM",119.09,,,,,,,,,,,,,,,,
"Feb 18, 2022 6:00 AM","Feb 18, 2022 7:00 AM",140.99,,,,,,,,,,,,,,,,
"Feb 18, 2022 7:00 AM","Feb 18, 2022 8:00 AM",185.05,,,,,,,,,,,,,,,,
"Feb 18, 2022 8:00 AM","Feb 18, 2022 9:00 AM",189.28,,,,,,,,,,,,,,,,
"Feb 18, 2022 9:00 AM","Feb 18, 2022 10:00 AM",173.24,,,,,,,,,,,,,,,,
"Feb 18, 2022 10:00 AM","Feb 18, 2022 11:00 AM",150.00,,,,,,,,,,,,,,,,
"Feb 18, 2022 11:00 AM","Feb 18, 2022 12:00 PM",130.99,,,,,,,,,,,,,,,,
"Feb 18, 2022 12:00 PM","Feb 18, 2022 1:00 PM",123.17,,,,,,,,,,,,,,,,
"Feb 18, 2022 1:00 PM","Feb 18, 2022 2:00 PM",106.81,,,,,,,,,,,,,,,,
"Feb 18, 2022 2:00 PM","Feb 18, 2022 3:00 PM",99.89,,,,,,,,,,,,,,,,
"Feb 18, 2022 3:00 PM","Feb 18, 2022 4:00 PM",99.26,,,,,,,,,,,,,,,,
"Feb 18, 2022 4:00 PM","Feb 18, 2022 5:00 PM",97.42,,,,,,,,,,,,,,,,
"Feb 18, 2022 5:00 PM","Feb 18, 2022 6:00 PM",113.84,,,,,,,,,,,,,,,,
"Feb 18, 2022 6:00 PM","Feb 18, 2022 7:00 PM",130.90,,,,,,,,,,,,,,,,
"Feb 18, 2022 7:00 PM","Feb 18, 2022 8:00 PM",140.49,,,,,,,,,,,,,,,,
"Feb 18, 2022 8:00 PM","Feb 18, 2022 9:00 PM",115.87,,,,,,,,,,,,,,,,
"Feb 18, 2022 9:00 PM","Feb 18, 2022 10:00 PM",109.75,,,,,,,,,,,,,,,,
"Feb 18, 2022 10:00 PM","Feb 18, 2022 11:00 PM",115.66,,,,,,,,,,,,,,,,
"Feb 18, 2022 11:00 PM","Feb 19, 2022 12:00 AM",92.46,,,,,,,,,,,,,,,,
"Feb 19, 2022 12:00 AM","Feb 19, 2022 1:00 AM",73.73,,,,,,,,,,,,,,,,
"Feb 19, 2022 1:00 AM","Feb 19, 2022 2:00 AM",54.32,,,,,,,,,,,,,,,,
"Feb 19, 2022 2:00 AM","Feb 19, 2022 3:00 AM",16.63,,,,,,,,,,,,,,,,
"Feb 19, 2022 3:00 AM","Feb 19, 2022 4:00 AM",14.38,,,,,,,,,,,,,,,,
"Feb 19, 2022 4:00 AM","Feb 19, 2022 5:00 AM",10.96,,,,,,,,,,,,,,,,
"Feb 19, 2022 5:00 AM","Feb 19, 2022 6:00 AM",9.06,,,,,,,,,,,,,,,,
"Feb 19, 2022 6:00 AM","Feb 19, 2022 7:00 AM",0.10,,,,,,,,,,,,,,,,
"Feb 19, 2022 7:00 AM","Feb 19, 2022 8:00 AM",3.62,,,,,,,,,,,,,,,,
"Feb 19, 2022 8:00 AM","Feb 19, 2022 9:00 AM",9.42,,,,,,,,,,,,,,,,
"Feb 19, 2022 9:00 AM","Feb 19, 2022 10:00 AM",1.94,,,,,,,,,,,,,,,,
"Feb 19, 2022 10:00 AM","Feb 19, 2022 11:00 AM",0.00,,,,,,,,,,,,,,,,
"Feb 19, 2022 11:00 AM","Feb 19, 2022 12:00 PM",-0.08,,,,,,,,,,,,,,,,
"Feb 19, 2022 12:00 PM","Feb 19, 2022 1:00 PM",-0.35,,,,,,,,,,,,,,,,
